2768501	1140438675001503747
2768501	1245485014751408130
2768501	1448820035015770116
2768501	1686874152
2768501	352754946
7587032	2968186857
7587032	4757894056
7587032	903339238032322561
9609622	1125425563076710401
9609622	60866631
9609622	932807688815120384
14157134	1070779320916996097
14157134	726070073081868289
14157134	985146235039506432
14247236	120797984
14247236	713839291210792960
14247236	788106950160609280
14247236	96648433
14281853	1285594911803416583
14281853	20451595
14281853	419927046
14707794	1463263787134291970
14707794	3162249408
14707794	60779696
15480566	1225382429080391680
15480566	1475640014675628041
15480566	866724171304194048
15801906	1352235653849870338
15801906	1369880235064258571
15801906	16966104
15801906	2371064395
15801906	2876041031
15801906	518521500
15801906	977796337151307776
18831926	1094971056358637568
18831926	1306347674929684482
18831926	17261279
18831926	19617541
18831926	275104144
18831926	4917244678
18831926	798711382044708864
18831926	844852386
18831926	886032877011558400
19084896	1136929287011880961
19084896	1307324263297413130
19084896	1379972530463776770
19739126	1033084441697153024
19739126	1033084441697153024
19739126	1921951394
19739126	1921951394
19739126	1921951394
19739126	1921951394
19739126	1921951394
19739126	1921951394
19739126	1921951394
19739126	1921951394
19739126	1921951394
19739126	1921951394
20052899	1416846409865867267
20052899	1458422928366874624
20052899	19019465
20559705	555857498
20559705	811362755861061632
20559705	84174241
20995648	1474726309
20995648	200511006
20995648	995789645354070021
21525682	1265835600923357185
21525682	1443349716943572995
21525682	1493774877198749699
21525682	20821069
21525682	253641379
21525682	40931023
21525682	494701047
21525682	997519418492993537
21525682	997519418492993537
21525682	997519418492993537
21525682	997519418492993537
22187085	1024179554
22187085	1194801500498931712
22187085	147649467
22187085	2430547590
26217297	1210233737356730368
26217297	1265453530418237441
26217297	1456312759012954115
26217297	2447463596
26217297	252553444
26217297	76941017
26217297	76941017
26217297	785154746818633728
26217297	874148114399154176
27493883	2876041031
27493883	3002029764
27493883	821681572202029058
29447428	121732143
29447428	1247295628780208132
29447428	130065700
29447428	1387314750883831810
29447428	1433489836162396166
29447428	146243221
29447428	1474852997020758024
29447428	22448617
29447428	2328730903
29447428	23747507
29447428	36066931
29447428	364478729
29447428	517105402
29447428	517105402
29447428	517105402
29447428	517105402
29447428	728273994
29447428	728273994
29447428	728273994
29447428	94350709
29447428	94350709
29447428	94350709
29447428	94350709
29447428	94350709
29447428	94350709
29447428	94350709
29447428	94350709
30844417	5439842
30844417	87358629
30844417	976948534053343233
32871086	1130046320184446976
32871086	2372317417
32871086	262472211
32871086	356546958
32871086	746377806754394116
32871086	897515348085190656
34116377	1054893957652434944
34116377	42856767
34116377	60779696
34116377	60779696
34247411	1189870353172123648
34247411	1403349748153819145
34247411	4757894056
35787166	2706903578
35787166	892503488193855488
35787166	922464867436593153
41438148	2264401871
41438148	2264401871
41438148	817086280597209089
45379403	1240682348120866816
45379403	1240682348120866816
45379403	1240682348120866816
45379403	1240682348120866816
45379403	1243679597729910786
45379403	21489341
48624704	1309762062
48624704	1335413170572128259
48624704	1415515867857637380
48624704	17939958
48624704	232187050
48624704	2412307836
48624704	612440918
48624704	923839146077986821
48624704	943210460
48624704	962092001154940928
58974496	2880610310
58974496	32366648
58974496	736393287678853122
63942152	1314346745086709760
63942152	1333273132547751936
63942152	446173045
63942152	79688044
65357102	1284146730
65357102	1384053916690571264
65357102	332080277
65357102	91556413
66917778	1213233837393604608
66917778	23422559
66917778	470797902
66917778	9707492
76842602	1131654730579554306
76842602	1309762062
76842602	403796945
76842602	582414351
86626845	1220034889879187456
86626845	1422338138727358465
86626845	2926505202
86626845	480875170
86626845	732217064237207552
92932981	1018660693
92932981	1368100356
92932981	2921282954
92932981	428944666
92932981	8619542
93880122	1446484946294644739
93880122	2732470025
93880122	3065680671
95091601	1139017108338032641
95091601	1213060990822076416
95091601	1373530219273875457
95091601	17698525
95091601	400495760
95091601	4899639072
95091601	828605443400282113
95091601	84174241
95091601	91039220
95091601	925679969224634368
139109800	18053163
139109800	301352485
139109800	301352485
139109800	344185586
139109800	39130254
145499533	1363451211890876416
145499533	17624477
145499533	29269689
159021888	1017039921255624705
159021888	1233276322803138561
159021888	84174241
163018653	1253892943544381440
163018653	1325399345995374592
163018653	1417944725068386309
178580925	106123038
178580925	1374439409047674888
178580925	875495754537861121
178580925	897180245006180352
225779417	1190788202736435200
225779417	4196505444
225779417	783655217170554880
234694571	1038106141732089857
234694571	1363558112498749441
234694571	95620187
254515782	1382912376597479427
254515782	61348039
254515782	828561216918335489
254515782	84174241
254515782	982538772540567552
255369151	1128224212349382656
255369151	1333273132547751936
255369151	779833230
255812611	1438672537773395970
255812611	2432830728
255812611	26262458
255812611	73537202
262219168	1291502143342510082
262219168	1300371127127085057
262219168	1332768934383263745
262219168	2951601697
262219168	84146348
262219168	980751310642233345
288277167	1219694667694006273
288277167	18184205
288277167	289186412
307755781	1293837794771496963
307755781	202884181
307755781	2448742807
342863309	1392950168
342863309	829834513320726530
342863309	831159630172680195
342863309	96648433
368240745	1354551453260591108
368240745	1516235004
368240745	335240330
467726691	1354107559964073984
467726691	21407616
467726691	320014945
467726691	4541535439
467726691	51241418
467726691	700359998
490002009	1290232189615894531
490002009	1305795361336770560
490002009	1351956895
490002009	913835190572670976
605153786	301352485
605153786	731874217
605153786	760219193195302912
605153786	795138728218021889
722242009	2683210415
722242009	872158753008877569
722242009	95766237
728273994	1278236816936710144
728273994	29447428
728273994	29447428
793331593	1089045346242576385
793331593	1248772656435871744
793331593	90107770
878284831	1344424632103956482
878284831	17717593
878284831	2402210804
878284831	2933782246
878284831	335600262
878284831	51241418
878284831	934181338793562112
977204844	1436479905450004482
977204844	487686623
977204844	50189290
1080844782	1921951394
1080844782	3265321562
1080844782	43611815
1080844782	880819093976170498
1108565574	1190491625526448130
1108565574	1241645810854453250
1108565574	1347379934373662721
1108565574	1369160185315430402
1108565574	1448820035015770116
1108565574	164178673
1108565574	246070116
1108565574	2549616986
1108565574	3270007519
1108565574	524939820
1108565574	704867245470535681
1108565574	800262170
1108565574	90107770
1113341312	112155894
1113341312	1318333892265324545
1113341312	338219529
1247612029	1333774146807980033
1247612029	20403317
1247612029	39143124
2227646515	1240937077258117120
2227646515	1362322526118969346
2227646515	1362322526118969346
2227646515	2412307836
2608740770	1248772656435871744
2608740770	1456071062672736260
2608740770	1645345628
2608740770	3226113792
2615581908	1309762062
2615581908	1317697028873281538
2615581908	14721982
2615581908	249524923
2615581908	556601571
2615581908	60779696
2615581908	631850941
2615581908	850099512
2809959174	1101913766
2809959174	1355511416720076804
2809959174	2173378878
2809959174	305325817
2809959174	713133920968159232
2809959174	713133920968159232
2809959174	80471236
2809959174	893479800
2885493519	1221462414744596483
2885493519	1349922686898724864
2885493519	1379013583074394112
2885493519	2448649162
2885493519	581375677
2885493519	738786290313920513
3131144855	1222196905947680768
3131144855	20061144
3131144855	79813585
3246790436	1268023502344384513
3246790436	1307213540634230784
3246790436	3336352766
3246790436	553990226
3288075858	124385632
3288075858	18366690
3288075858	90107770
3303457302	1034875037877186560
3303457302	380105755
3303457302	45591393
3303457302	789203988533026818
3383159573	1132012546637090816
3383159573	1240682348120866816
3383159573	416690954
3453306553	105613985
3453306553	1214489977762959362
3453306553	1236491189492174848
3453306553	1269018935371771904
3453306553	1329590133264326656
3453306553	1395904932113383425
3453306553	1401861298233647106
3453306553	1493422299462402052
3453306553	1557320480
